base_code,target_code,rate,time_last_update_utc,time_next_update_utc,time_next_update_unix,time_last_update_unix
USD,TRY,39.6897,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,TTD,6.785,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,TVD,1.5469,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,TWD,29.4216,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,TZS,2605.9282,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,UAH,41.8623,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,UGX,3605.5141,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,UYU,40.9071,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,UZS,12591.3916,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,VES,105.4527,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,VND,26111.9873,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,VUV,119.8121,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,WST,2.7136,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XAF,569.4622,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XCD,2.7,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XCG,1.79,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XDR,0.7346,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XOF,569.4622,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,XPF,103.5968,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,YER,242.7486,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,ZAR,18.0015,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,ZMW,23.6071,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
USD,ZWL,26.9918,2025-06-22 00:00:02+00:00,2025-06-23 00:00:02+00:00,1750636802,1750550402
